"# This page contains raw intensities for all 8 slides.
# Column ""Block"": block number of each probe.
# Column ""Column"": column number of each probe.
# Column ""Row"": row number of each probe.
# Column ""Name"": the name of each miRNA/probe.
# Column ""ID"": array ID of the probes, each miRNA always has its unique probe, but some miRNAs may have two different probes.
# Column ""ForeGround"": the foreground intensity of each probe.
# Column ""ForeGround-BackGround"": the signal of the probe after background correction.",,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,ForeGround,,,,,,,,ForeGround-BackGround,,,,,,,
Block,Column,Row,Name,ID,1A_f,1B_f,2A_f,2B_f,3A_f,3B_f,4A_f,4B_f,1A_f_b,1B_f_b,2A_f_b,2B_f_b,3A_f_b,3B_f_b,4A_f_b,4B_f_b
2,12,4,,49224,1196,1266,308,1217,1597,796,513,281,1081,1218,256,707,1428,750,470,239
2,13,4,,49911,137,50,58,75,97,59,60,58,34,2,7,-652,-450,10,16,14
2,14,4,,49100,1345,1716,327,2374,2956,968,758,331,1241,1669,272,1456,2662,919,709,288
2,15,4,cel-miR-239b,49621,95,45,59,74,67,48,63,59,-4,-2,4,-766,-52,-2,19,15
2,1,5,,49624,212,62,63,79,57,46,46,41,-215,8,7,-28,-12,1,5,0
2,2,5,,48165,1194,1583,219,369,1339,360,339,140,609,1533,169,267,1269,314,294,100
2,3,5,,48967,277,271,77,117,175,75,65,69,-88,222,26,-7,105,31,20,30
2,4,5,,49494,220,49,61,112,67,51,55,50,-19,1,5,-78,-5,5,4,8
2,5,5,spike_control_f,14262,200,51,58,82,66,47,66,52,-20,3,6,-173,-8,0,21,10
2,6,5,,50100,217,49,64,92,66,43,64,54,-1,0,16,-218,-5,-2,19,12
2,7,5,cel-miR-2,49594,224,49,64,93,56,61,64,50,9,2,12,-309,-11,12,22,10
2,8,5,,50360,244,66,123,150,61,47,78,68,36,18,72,-398,-54,-2,34,28
2,9,5,,49297,235,46,58,73,68,46,64,59,74,-2,6,-552,-318,0,16,18
2,10,5,,49687,148,55,63,69,81,51,71,69,14,6,11,-493,-193,4,24,28
2,11,5,,49554,197,43,64,76,62,47,61,52,77,-6,15,-375,-67,-2,16,9
2,12,5,,49545,230,125,86,200,154,70,63,75,118,76,35,-307,-8,23,15,33
2,13,5,,49514,124,54,61,60,60,50,84,69,22,5,8,-757,-165,2,40,25
2,14,5,,30293,100,56,60,84,63,49,64,58,-4,7,3,-873,-50,0,17,15
2,15,5,,50425,133,67,83,103,86,54,75,67,38,20,24,-697,-22,5,31,23
2,1,6,,50450,285,75,64,81,86,58,60,49,-246,24,8,-14,19,12,19,9
2,2,6,,49579,402,206,73,88,89,60,96,64,-471,153,21,-17,19,15,53,24
2,3,6,,49829,402,56,52,121,72,51,42,42,-157,7,3,-33,3,5,-1,3
2,4,6,,49173,237,65,91,243,94,58,72,62,-24,19,38,-179,28,11,27,25
2,5,6,,49401,211,50,56,136,58,72,58,46,-26,2,4,-409,-16,25,16,5
2,6,6,spike_control_b,14263,221,49,58,110,55,46,67,48,-7,2,7,-417,-16,0,24,5
2,7,6,,49787,242,67,74,101,60,62,75,58,30,18,25,-470,-9,15,33,15
2,8,6,,28568,1278,1182,280,734,1408,811,426,215,1070,1133,228,62,1321,764,383,172
2,9,6,,49473,244,50,72,112,73,45,70,52,70,1,21,-444,-93,-3,26,9
2,10,6,,47214,187,52,68,84,93,52,51,51,48,3,16,-359,-57,6,6,10
2,11,6,,47116,155,47,78,71,73,47,55,48,40,-3,26,-292,-19,2,11,7
2,12,6,,49599,134,51,64,99,67,53,61,56,18,0,12,-334,-21,8,10,13
2,13,6,,48862,147,85,472,240,76,90,81,308,44,37,414,-448,2,43,34,265
2,14,6,,50239,118,85,65,204,103,71,55,55,22,39,5,-605,27,23,10,12
2,15,6,,49226,109,47,60,89,77,54,74,71,12,-2,-3,-533,1,6,28,28
2,1,7,,49101,240,78,68,61,77,55,79,55,-233,29,14,-37,8,8,37,14
2,2,7,,49495,242,62,55,105,64,54,46,40,-487,12,1,-8,-11,8,4,-1
2,3,7,,27777,189,57,61,95,59,44,69,47,-333,10,14,-166,-10,-5,20,6
2,4,7,,50391,231,49,58,127,62,45,51,46,-36,2,9,-460,-10,-2,7,7
2,5,7,cel-miR-790,50420,194,43,57,100,55,57,66,58,-38,-3,5,-616,-15,8,24,18
2,6,7,,49369,245,97,64,203,279,88,75,59,24,49,16,-488,208,42,29,18
2,7,7,spike_control_c,14264,210,52,69,88,54,67,74,49,0,3,23,-483,-26,18,25,6
2,8,7,cel-miR-240,49047,245,73,112,188,74,65,77,80,49,26,64,-377,7,18,35,37
2,9,7,,49600,221,55,71,107,53,50,75,70,46,6,20,-384,-21,2,34,26
2,10,7,,49337,309,68,75,148,170,104,50,51,169,21,24,-247,100,55,6,10
2,11,7,,49341,158,58,68,115,88,53,66,55,38,8,15,-185,16,4,24,14
2,12,7,,49362,140,57,65,105,83,57,63,58,25,7,10,-252,14,11,18,16
2,13,7,,47824,124,53,61,112,58,48,77,61,17,3,5,-362,-9,-1,33,18
2,14,7,,48399,107,61,58,97,62,56,82,61,14,14,2,-452,-8,6,39,18
2,15,7,,49616,90,53,64,97,71,54,74,61,0,4,8,-361,-4,4,33,17
2,1,8,,50206,209,74,72,71,61,51,67,58,-136,26,17,-52,-12,5,24,20
2,2,8,,49581,663,1206,398,272,1692,417,139,146,200,1155,347,125,1620,372,96,105
2,3,8,,49346,159,47,54,56,69,53,68,52,-295,0,3,-164,-4,5,25,11
2,4,8,,50004,183,51,54,92,54,43,66,47,-92,1,9,-340,-19,-3,22,6
2,5,8,,42759,170,52,71,88,50,70,67,52,-65,6,23,-486,-23,19,26,12
2,6,8,,47000,175,49,50,104,56,57,62,47,-50,1,4,-462,-16,9,17,6
2,7,8,,-1,183,53,56,82,59,61,75,56,-24,3,10,-348,-27,10,27,15
2,8,8,spike_control_j,10899,150,53,59,96,57,49,74,52,-34,5,10,-264,-15,-1,29,11
2,9,8,,49588,226,88,74,134,75,75,130,80,52,39,25,-196,3,27,87,38
2,10,8,,47413,182,50,63,105,63,55,73,64,43,3,17,-172,-9,3,27,21
2,11,8,,47222,346,350,205,277,279,111,84,92,231,300,156,42,209,62,41,48
2,12,8,,49482,126,57,65,114,60,53,62,56,17,6,12,-153,-12,4,17,13
2,13,8,,47767,2525,2467,831,2288,6008,1855,764,545,2417,2417,776,1969,5940,1806,718,502
2,14,8,,48584,123,49,59,159,66,53,50,46,26,-1,5,-156,-3,4,4,4
2,15,8,,49818,130,80,77,148,213,82,82,72,40,29,23,-130,136,32,36,30
2,1,9,,49991,227,129,62,101,62,55,71,48,-150,78,8,-18,-11,8,31,7
2,2,9,,49197,241,68,61,100,61,50,69,60,-151,15,7,-36,-10,4,25,20
2,3,9,,50128,398,257,187,197,194,162,100,111,7,211,135,35,125,115,57,70
2,4,9,,48365,192,55,65,87,66,49,93,62,-87,4,17,-152,-7,1,47,22
2,5,9,cel-miR-1830,49846,189,50,57,67,62,63,58,58,-89,3,8,-252,-10,13,14,18
2,6,9,,48815,173,52,56,84,57,44,58,41,-107,4,7,-261,-17,-2,13,-3
2,7,9,,48814,227,149,66,211,282,312,86,67,14,102,18,-68,207,263,43,22
2,8,9,,48132,157,56,52,93,70,46,55,48,-16,7,5,-141,-3,1,10,7
2,9,9,spike_control_d,10904,158,53,56,92,80,55,61,51,-1,3,9,-144,7,6,17,7
2,10,9,,49886,139,56,53,115,63,46,89,55,2,9,4,-105,-7,-4,43,8
2,11,9,,50470,136,52,65,93,61,49,59,61,24,2,16,-101,-9,1,16,8
2,12,9,,47218,119,55,73,98,54,45,73,56,13,2,23,-96,-15,-4,28,12
2,13,9,,49405,117,59,66,104,60,54,82,59,9,9,17,-130,-10,7,37,17
2,14,9,,49567,113,54,63,81,65,53,62,58,11,4,8,-153,-6,4,16,16
2,15,9,,49510,211,76,86,175,160,78,88,70,110,26,32,-23,86,29,40,27
2,1,10,,42564,693,916,190,612,993,649,126,144,197,869,138,504,920,602,84,103
2,2,10,,49472,252,135,65,139,107,51,93,51,-140,83,15,14,36,5,51,12
2,3,10,,50266,178,46,62,86,54,57,46,54,-118,-3,9,-44,-20,12,2,14
2,4,10,,49028,178,51,63,107,69,47,58,47,-104,0,11,-35,-3,-1,16,6
2,5,10,,49052,174,40,55,77,58,50,54,49,-230,-9,6,-93,-15,0,10,8
2,6,10,,49985,211,52,60,97,61,46,71,53,-232,4,13,-99,-12,1,23,11
2,7,10,,50173,142,54,58,93,62,62,71,60,-101,8,11,-89,-7,16,15,18
2,8,10,,50044,136,50,71,76,68,56,73,67,-43,1,23,-86,-3,8,26,26
2,9,10,cel-miR-794,49957,124,47,52,82,55,50,56,54,-32,-2,4,-80,-14,1,12,10
2,10,10,spike_control_g,10905,114,42,49,76,57,48,57,48,-29,-8,2,-95,-11,0,12,-5
2,11,10,,49645,125,52,54,100,55,47,69,60,10,2,7,-71,-16,-1,24,2
2,12,10,,48932,155,53,61,101,75,55,86,62,51,1,12,-52,7,5,33,14
2,13,10,,49200,111,55,50,132,73,54,52,44,23,6,0,-25,3,4,8,2
2,14,10,,50200,438,52,51,90,65,50,59,50,351,4,-2,-55,-5,2,17,7
2,15,10,,49762,395,51,53,79,70,50,68,56,304,1,1,-68,-1,-1,25,13
2,1,11,,48973,193,49,49,83,60,44,50,44,-252,3,-9,-7,-10,-2,8,4
2,2,11,,47447,181,102,57,101,79,53,55,49,-151,50,6,-25,10,8,14,10
2,3,11,,28616,169,62,65,75,59,51,53,51,-89,14,15,-49,-12,4,10,12
2,4,11,,49002,154,52,67,82,64,43,43,55,-132,4,18,-41,-3,-3,0,16
2,5,11,,49487,227,51,58,88,90,64,90,55,-227,3,10,-47,20,16,42,14
2,6,11,,50065,202,44,52,56,51,39,50,45,-327,-4,5,-88,-20,-7,7,3
2,7,11,,49993,154,49,57,90,59,48,67,49,-162,0,10,-62,-12,0,20,7
2,8,11,cel-miR-78,49593,129,55,60,68,58,49,66,53,-43,5,12,-83,-14,1,22,11
2,9,11,,49970,128,49,49,80,61,49,54,55,-25,-1,-1,-59,-11,2,10,11
2,10,11,,49893,179,146,76,146,345,189,90,78,40,99,28,37,274,137,44,33
2,11,11,spike_control_e,10906,124,58,63,73,60,50,66,64,10,9,16,-11,-12,1,22,17
2,12,11,,50390,219,48,55,67,59,57,50,65,94,-2,7,-1,-9,10,6,18
2,13,11,,50249,613,53,48,65,62,54,63,56,524,5,0,1,-7,7,13,9
2,14,11,cel-miR-49,49990,56,51,59,68,64,46,56,54,-5,3,8,0,-4,-1,12,12
2,15,11,,49891,53,50,64,61,56,53,84,55,-11,1,14,-15,-18,3,39,11
2,1,12,,50016,145,44,60,80,61,44,57,49,-184,-6,6,12,-15,-2,14,11
2,2,12,,49216,133,60,52,73,84,44,67,45,-133,9,2,-37,8,-4,24,3
2,3,12,,49465,131,46,52,107,57,46,67,51,-100,-3,7,-19,-12,-2,23,10
2,4,12,,49701,138,44,49,79,60,48,40,45,-112,-5,3,-46,-6,2,-5,3
2,5,12,,49064,196,78,76,83,63,54,84,78,-150,28,29,-49,-4,6,39,36
2,6,12,cel-miR-39,48900,167,52,53,75,48,48,56,45,-221,4,5,-78,-22,3,13,2
2,7,12,cel-miR-234,48970,148,72,100,81,67,57,77,70,-108,24,49,-71,-2,10,34,29
2,8,12,,50443,125,41,59,61,57,39,64,45,-45,-7,8,-51,-12,-8,19,3
2,9,12,,49618,117,49,54,69,56,48,54,51,-28,-1,4,-6,-20,2,11,7
2,10,12,,49789,120,55,46,54,60,59,50,53,-5,6,-4,2,-11,8,3,9
2,11,12,cel-miR-34,49291,120,55,65,57,60,58,81,61,18,4,16,6,-10,7,35,17
2,12,12,spike_control_h,10907,148,56,59,52,61,51,67,59,40,6,12,1,-9,2,24,15
2,13,12,,50292,522,90,71,133,145,123,62,60,430,42,25,82,71,76,14,16
2,14,12,cel-miR-256,49481,79,51,52,55,113,65,58,46,20,0,5,4,42,18,10,3
2,15,12,,50351,231,188,374,177,173,143,152,306,165,140,326,125,104,94,104,261
2,1,13,,49577,168,46,52,57,66,46,46,42,-138,-2,0,6,-10,-3,-1,3
2,2,13,,48147,147,55,55,88,70,48,45,40,-83,5,6,4,-2,1,2,0
2,3,13,,49243,160,94,68,114,126,66,83,53,-49,48,21,7,56,19,41,13
2,4,13,,49076,133,52,50,85,59,42,63,56,-76,4,2,-41,-11,-5,22,15
2,5,13,,50135,153,67,56,90,82,51,87,74,-65,19,10,-49,13,3,42,34
2,6,13,,48349,1017,644,417,449,933,593,318,133,784,596,372,314,860,547,274,91
2,7,13,,7190,311,177,67,231,202,105,119,53,108,130,19,126,128,58,77,12
2,8,13,,48968,218,419,77,409,395,94,62,63,48,369,28,342,325,46,17,22
2,9,13,,49980,121,55,58,59,63,47,51,46,-29,5,10,-5,-7,-2,3,3
2,10,13,cel-miR-51,49507,103,43,58,59,58,49,65,62,-17,-6,8,-2,-13,1,20,18
2,11,13,,50193,91,47,56,66,71,51,61,48,-11,-3,9,4,3,1,17,5
2,12,13,,50299,113,52,59,62,56,43,75,50,17,-1,11,5,-14,-7,33,6
2,13,13,,49994,148,57,53,50,59,47,68,63,46,7,6,-3,-7,-2,23,19
2,14,13,,49528,443,62,59,55,63,50,71,68,359,12,12,1,-8,0,24,25
2,15,13,,49657,642,130,132,234,312,163,154,129,563,79,85,179,244,113,108,87
2,1,14,Hy3,13138,860,556,369,940,576,1105,780,464,539,508,319,889,501,1058,735,423
2,2,14,,49888,160,59,53,60,50,46,56,44,-98,8,4,-3,-18,-1,13,5
2,3,14,,49566,191,142,78,80,98,123,131,85,-14,93,27,-3,26,75,87,45
2,4,14,,48670,130,58,58,71,78,53,47,43,-48,11,9,-29,8,5,3,2
2,5,14,,48053,147,49,57,84,54,45,50,43,-30,3,10,-31,-17,-4,3,3
2,6,14,,48948,134,52,50,82,69,45,62,49,-54,1,4,-10,0,-5,18,9
2,7,14,,50403,152,50,54,75,56,46,71,45,-30,0,9,-3,-12,-1,23,4
2,8,14,,49324,129,53,49,84,56,46,42,42,-36,1,3,12,-10,-1,-5,2
2,9,14,,50250,142,59,60,81,74,50,52,53,-6,7,16,12,8,1,6,11
2,10,14,,49112,103,46,50,68,55,47,43,47,-21,-4,0,5,-16,-1,-3,4
2,11,14,,49946,92,47,66,76,52,50,49,53,-12,-2,16,11,-15,2,4,10
2,12,14,,48522,92,51,53,61,57,42,72,57,0,0,3,-6,-13,-8,27,14
2,13,14,Empty,0,103,58,47,65,72,58,45,43,6,7,-1,4,1,9,-2,-1
2,14,14,Hy3,13138,639,506,401,504,537,609,1505,686,533,455,349,441,465,557,1452,640
2,15,14,Hy3,13138,587,720,340,309,492,418,560,351,493,668,289,245,422,369,513,308
3,1,1,Hy3,13138,1427,1146,1465,905,644,624,3212,1312,1344,1098,728,792,576,576,3166,1260
3,2,1,,10925,141,97,240,80,90,71,101,95,61,46,-924,1,22,22,56,47
3,3,1,,46859,106,53,251,67,56,46,78,74,24,1,-811,8,-16,-1,36,20
3,4,1,,10928,234,262,298,185,167,97,101,117,152,216,-985,135,98,49,58,22
3,5,1,,42442,123,89,385,95,159,65,90,205,53,40,-1004,46,94,16,48,24
3,6,1,,17870,64,54,276,52,63,46,80,140,7,5,-1303,5,3,-3,39,-133
3,7,1,,29736,86,56,146,45,59,50,66,90,33,8,-1422,-2,-5,3,23,-195
3,8,1,,28884,46,46,380,49,61,43,78,151,0,1,-1262,1,-3,-4,38,-278
3,9,1,,42477,73,63,487,44,60,54,78,268,30,16,-1280,-1,0,10,37,-200
3,10,1,,11084,47,54,298,49,63,49,60,241,5,8,-1881,6,-7,2,17,-246
3,11,1,,14270,54,47,253,42,52,43,62,188,10,3,-1854,-3,-13,-6,20,-380
3,12,1,,42540,47,45,350,40,53,41,52,181,3,1,-2041,-2,-9,-4,12,-163
3,13,1,,30121,73,74,501,59,92,65,92,142,28,31,-2058,15,31,20,50,-230
3,14,1,,42942,49,46,367,50,53,44,65,131,3,1,-2147,5,-3,0,24,-212
3,15,1,Hy3,13138,570,528,3237,1122,466,789,1297,1700,523,482,797,1076,405,742,1256,1127
3,1,2,,28396,140,76,214,77,73,75,74,176,60,27,88,-29,1,29,28,125
3,2,2,,42693,97,58,492,91,71,59,52,98,15,9,-82,13,2,11,5,48
3,3,2,,42690,142,93,455,74,80,76,106,205,61,44,-402,18,12,28,63,157
3,4,2,,10985,719,1293,313,736,1132,617,219,100,646,1245,-752,682,1066,570,179,43
3,5,2,,17944,76,56,222,52,58,48,68,105,18,7,-915,2,-5,0,25,-8
3,6,2,,10986,74,59,457,53,54,50,53,148,19,10,-1101,3,-10,2,11,-65
3,7,2,,42581,79,63,499,71,93,59,74,174,24,14,-1070,23,26,12,32,-125
3,8,2,,42808,66,65,548,57,74,49,81,271,18,16,-1110,11,2,1,41,-72
3,9,2,,11091,48,45,364,50,55,46,54,265,6,-1,-1262,6,-10,-2,13,-173
3,10,2,,42483,63,108,495,82,63,51,61,279,20,62,-1352,41,0,3,20,-245
3,11,2,,11182,78,90,414,78,141,56,79,282,33,46,-1486,36,82,9,39,-354
3,12,2,,42989,51,53,394,54,57,48,54,249,6,9,-1448,10,-6,2,12,-94
3,13,2,,42967,55,54,1196,52,51,47,60,217,13,10,-1110,6,-11,1,19,-128
3,14,2,,19591,55,68,626,63,86,61,58,172,10,24,-1893,18,26,16,19,-194
3,15,2,,27838,49,50,403,63,54,50,89,186,3,6,-1939,19,-5,3,48,-200
3,1,3,,5740,118,104,92,92,91,75,87,56,34,55,9,-2,18,26,43,8
3,2,3,,11166,100,46,112,61,63,52,58,52,15,-4,-53,-8,-7,1,16,3
3,3,3,spike_control_i,14257,105,57,157,62,71,47,72,72,28,8,-255,10,1,-2,30,25
3,4,3,,17749,1245,2971,495,2338,3082,1152,274,108,1185,2925,-177,2285,3014,1103,231,59
3,5,3,,42542,72,65,469,53,88,49,60,74,17,17,-427,2,22,3,18,10
3,6,3,,-1,59,46,192,43,48,47,65,113,2,-3,-936,-7,-18,1,24,-22
3,7,3,,11090,69,50,206,48,71,45,57,126,13,2,-998,-2,9,-2,17,-100
3,8,3,,42940,45,51,237,50,52,52,59,155,-3,4,-1123,3,-14,3,18,-149
3,9,3,Empty,0,47,46,1628,49,65,51,49,463,4,-1,129,2,3,5,7,72
3,10,3,,49476,53,56,318,46,48,50,57,386,8,8,-1435,4,-13,4,17,-38
3,11,3,,49954,42,48,181,45,48,44,49,109,-6,1,-1538,3,-11,-3,10,-315
3,12,3,,49503,46,48,331,60,63,48,56,160,0,3,-1414,16,0,3,15,-195
3,13,3,,49551,50,52,194,47,49,51,56,176,8,4,-1690,2,-10,5,15,-148
3,14,3,,50215,41,51,392,55,58,43,48,148,-4,5,-1726,13,-2,-3,6,-255
3,15,3,,49692,41,42,281,48,59,44,60,217,-4,-5,-2043,7,-2,-1,20,-156
3,1,4,,49199,101,54,73,60,56,47,75,64,16,5,11,-22,-13,-3,33,17
3,2,4,,47189,97,54,80,58,62,53,68,64,17,5,5,-1,-6,3,25,15
3,3,4,,50327,167,140,119,95,313,91,91,91,97,90,10,41,242,45,46,43
3,4,4,spike_control_a,14261,75,53,209,52,62,45,44,60,13,5,-19,0,-9,-2,-1,10
3,5,4,,49276,64,51,489,49,59,49,56,49,4,1,23,-2,-8,5,13,-4
3,6,4,,49415,83,72,183,56,54,55,67,89,23,24,-472,5,-15,7,25,9
3,7,4,,50150,70,56,172,50,52,49,66,125,12,9,-724,2,-8,2,25,-48
3,8,4,,50082,126,68,524,137,117,79,121,184,71,20,-734,90,58,29,80,-58
3,9,4,,49192,47,45,273,46,55,52,58,217,1,-3,-902,1,-7,4,15,-161
3,10,4,,49335,50,73,257,67,62,48,56,212,4,29,-1191,23,2,0,16,-251
3,11,4,,49128,77,77,275,74,76,75,103,168,32,32,-1338,30,17,28,62,-302
3,12,4,,47083,45,42,298,53,47,44,51,133,0,-4,-1518,8,-15,0,10,-264
3,13,4,,49690,49,47,2132,51,53,48,39,130,7,-1,362,4,-9,1,-5,-192
3,14,4,,49218,48,48,265,47,53,47,47,320,5,2,-1645,2,-8,0,4,-17
3,15,4,,50417,55,55,819,49,53,51,56,181,11,11,-1249,5,-5,3,15,-196
3,1,5,cel-miR-70,49210,90,43,67,54,49,47,74,69,9,-5,3,-13,-23,-5,33,24
3,2,5,,50355,130,70,184,60,75,63,84,152,53,22,119,8,6,14,40,103
3,3,5,,28444,88,69,87,61,70,59,86,86,18,20,25,9,3,13,42,38
3,4,5,,49251,80,48,59,46,53,44,47,60,14,-4,-8,-9,-15,-4,6,14
3,5,5,spike_control_f,14262,68,51,92,48,61,47,65,64,8,2,-14,-6,-5,1,24,16
3,6,5,cel-miR-1829c,49492,75,51,129,44,59,47,51,70,12,3,-86,-8,-8,-2,10,14
3,7,5,,49347,317,274,216,94,139,213,150,153,257,226,-196,46,70,162,109,46
3,8,5,,49794,67,55,415,47,59,44,55,141,5,6,-232,-2,-8,-4,15,-43
3,9,5,,49009,49,96,134,54,54,52,94,113,-3,40,-939,9,-6,5,53,-200
3,10,5,,49627,55,53,310,51,54,45,88,224,7,5,-820,6,-2,-1,48,-159
3,11,5,cel-miR-793,49725,48,52,386,55,62,44,54,209,3,5,-916,8,5,-3,14,-245
3,12,5,,49027,49,53,228,47,63,48,63,281,6,7,-1179,3,5,2,23,-230
3,13,5,,49839,39,47,183,46,48,47,60,169,-7,0,-1483,1,-11,-1,20,-202
3,14,5,,49205,47,41,406,50,47,55,61,179,-7,-5,-1322,6,-11,4,20,-141
3,15,5,,47759,91,97,273,58,70,4595,42,124,30,52,-1607,15,11,4543,3,-289
3,1,6,,50408,168,77,111,70,160,79,77,65,90,29,52,4,89,27,34,20
3,2,6,,25728,363,463,121,316,619,313,93,79,290,414,61,261,550,264,51,32
3,3,6,,50432,73,48,52,49,49,43,60,54,4,2,-6,-1,-21,-5,20,9
3,4,6,,49547,103,79,76,72,75,51,61,61,34,30,16,21,7,3,20,15
3,5,6,,49426,91,52,74,55,60,59,58,66,27,4,15,5,-7,9,18,18
3,6,6,spike_control_b,14263,70,49,75,49,55,58,64,69,10,-1,7,-1,-13,8,24,17
3,7,6,,50067,79,52,84,48,55,40,55,58,15,3,-14,0,-18,-7,11,-6
3,8,6,,50102,95,72,153,62,111,65,73,116,31,21,-125,11,32,20,32,-33
3,9,6,,47045,68,47,281,50,58,50,54,224,10,-7,-283,2,-15,3,12,-2
3,10,6,cel-miR-71,50164,96,48,282,50,55,39,64,245,41,1,-569,2,-5,-9,21,-115
3,11,6,cel-miR-86,49215,42,46,567,51,64,47,58,230,-9,-1,-586,4,9,1,18,-212
3,12,6,,49935,155,174,226,182,183,104,123,186,101,126,-969,138,125,57,83,-366
3,13,6,,50471,70,51,1359,48,52,43,56,120,4,2,25,3,-5,-6,12,-315
3,14,6,,49026,79,46,1794,45,64,52,51,99,9,-1,328,-1,8,2,8,-233
3,15,6,,49729,57,45,1900,42,54,49,45,332,-2,0,360,-3,-2,-2,1,33
3,1,7,,29837,172,152,96,172,196,127,101,79,98,103,38,100,125,78,53,34
3,2,7,,49258,92,56,68,50,59,46,66,58,21,4,10,-4,-10,-3,22,11
3,3,7,,49061,85,56,66,52,63,51,51,55,13,7,8,-2,-6,2,10,5
3,4,7,,49280,87,51,54,60,78,52,44,48,16,0,-6,6,14,1,1,-4
3,5,7,,49350,187,145,119,83,101,94,77,112,120,98,63,31,36,41,34,66
3,6,7,cel-miR-63,50130,81,50,67,55,54,53,69,56,18,1,12,5,-19,4,27,9
3,7,7,spike_control_c,14264,67,60,67,57,68,48,46,61,6,9,12,7,-21,-2,4,10
3,8,7,cel-miR-785,49683,80,58,72,55,89,51,48,92,18,8,-10,5,-56,7,7,7
3,9,7,,48371,73,53,139,57,112,50,53,150,8,6,-59,5,-19,3,12,-24
3,10,7,,49288,57,51,273,56,70,50,67,219,-6,3,-114,5,-14,3,25,-47
3,11,7,,47607,93,50,231,50,56,46,55,340,28,4,-472,1,-5,1,14,-51
3,12,7,,49099,85,43,547,50,54,44,55,414,15,-1,-448,5,-3,-3,14,-37
3,13,7,,50467,98,52,656,63,63,43,50,150,30,6,-351,20,4,-4,9,-278
3,14,7,,49997,60,48,170,45,60,43,62,104,0,2,-1054,1,-1,-3,21,-275
3,15,7,,47051,53,55,220,50,51,42,54,197,-1,8,-1139,-4,-10,-5,14,-159
3,1,8,,49914,66,42,58,63,50,45,60,53,-4,-7,4,-16,-22,-4,15,6
3,2,8,,50020,86,54,97,55,55,57,76,90,17,5,40,-4,-16,2,32,42
3,3,8,cel-miR-355,49556,94,68,68,76,81,54,103,67,25,18,11,23,11,-1,61,19
3,4,8,,49722,160,131,85,142,137,109,109,70,90,81,27,88,70,58,67,25
3,5,8,,49244,114,99,63,132,114,75,77,56,45,54,5,78,42,28,37,8
3,6,8,,47905,86,57,77,54,58,44,55,67,19,9,21,-3,-54,-5,14,20
3,7,8,,49699,601,782,116,633,1162,544,253,92,537,732,62,577,952,497,214,43
3,8,8,spike_control_j,10899,74,55,73,62,101,58,63,72,8,7,19,8,-216,13,22,10
3,9,8,,47562,105,115,88,80,121,65,80,125,37,67,13,22,-104,19,38,-7
3,10,8,,47853,88,52,113,54,55,46,66,147,22,4,-42,-3,-38,-1,24,-74
3,11,8,,49825,73,51,173,55,52,53,65,159,5,6,-110,7,-19,7,24,-220
3,12,8,,49835,78,47,534,51,54,42,44,178,12,-4,-135,6,-5,-5,4,-411
3,13,8,,49390,59,54,178,47,56,44,65,115,2,4,-722,0,-3,-2,25,-353
3,14,8,,48965,67,53,244,59,49,44,70,145,15,9,-749,11,-12,-4,30,-285
3,15,8,,49862,55,54,217,54,49,43,47,152,4,8,-813,3,-10,-3,6,-180
3,1,9,,50244,64,46,65,68,69,47,58,67,-6,-4,10,-24,-5,-5,13,19
3,2,9,,50321,271,349,142,350,580,186,234,103,197,297,88,284,508,129,189,52
3,3,9,,49689,90,45,92,49,64,61,68,80,14,-4,39,-7,-8,6,24,32
3,4,9,,49152,87,64,65,60,61,43,66,76,14,16,11,3,-6,-6,22,31
3,5,9,,11201,91,77,67,91,95,71,67,70,19,32,15,34,25,23,25,22
3,6,9,,50472,97,57,63,70,69,51,62,63,27,8,10,10,-52,3,17,14
3,7,9,,49097,105,96,177,71,294,74,78,145,37,48,125,12,-19,25,35,97
3,8,9,,49909,86,89,64,75,349,69,61,60,17,41,12,19,4,25,18,9
3,9,9,spike_control_d,10904,80,48,67,56,85,46,63,91,11,1,14,-6,-124,1,19,3
3,10,9,,49453,80,48,78,69,75,47,49,160,12,-4,11,-3,-21,0,8,-1
3,11,9,,49119,66,56,126,56,61,45,51,228,4,10,12,1,-19,0,9,-34
3,12,9,,49585,56,41,108,48,51,48,60,522,3,-6,-38,3,-17,2,19,-31
3,13,9,,49345,49,52,87,60,61,43,53,319,-3,5,-86,13,4,-1,13,-170
3,14,9,,-1,50,52,154,66,59,56,70,153,-3,7,-509,18,0,7,29,-278
3,15,9,,49537,277,363,195,328,713,250,172,154,224,319,-462,280,654,202,131,-220
3,1,10,,50311,81,61,57,72,68,51,63,69,10,13,6,-40,-1,-3,19,23
3,2,10,,49841,72,56,78,82,50,50,91,85,4,8,26,3,-19,-3,47,39
3,3,10,,49638,82,53,72,76,56,47,63,69,2,6,21,11,-13,-5,18,21
3,4,10,,47719,91,53,58,70,63,49,56,58,11,7,6,6,-4,3,13,12
3,5,10,,11019,86,69,71,67,56,45,62,63,11,24,19,8,-8,-5,20,15
3,6,10,,29146,94,78,69,73,76,53,67,65,22,32,18,13,11,6,25,20
3,7,10,,49422,66,52,50,56,49,43,76,65,-4,3,0,0,-147,-5,32,19
3,8,10,,50080,63,49,63,66,102,48,56,70,-5,4,11,13,-178,0,16,19
